precision,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.771,8,33,33,261,0.9,0.0,5,10
0.777,7,33,33,197,0.9,0.001,5,10
0.782,6,33,33,173,0.9,0.003,5,10
0.793,4,33,33,135,0.9,0.006,5,10
0.782,3,36,33,109,0.9,0.011,5,10
0.777,3,37,33,12,0.9,0.045,5,10
0.615,0,69,33,0,0.9,0.18,5,10
0.721,6,44,33,199,0.95,0.0,5,10
0.726,5,44,33,135,0.95,0.001,5,10
0.732,4,44,33,111,0.95,0.003,5,10
0.743,2,44,33,73,0.95,0.006,5,10
0.715,1,50,33,47,0.95,0.011,5,10
0.687,1,55,33,8,0.95,0.045,5,10
0.615,0,69,33,0,0.95,0.18,5,10
0.631,60,6,34,1078,0.5,0.0,5,11
0.631,60,6,34,1010,0.5,0.001,5,11
0.631,60,6,34,916,0.5,0.003,5,11
0.631,60,6,34,737,0.5,0.006,5,11
0.631,60,6,34,477,0.5,0.011,5,11
0.631,60,6,34,91,0.5,0.045,5,11
0.777,16,24,34,1,0.5,0.18,5,11
0.771,17,24,34,468,0.8,0.0,5,11
0.771,17,24,34,400,0.8,0.001,5,11
0.771,17,24,34,367,0.8,0.003,5,11
0.771,17,24,34,334,0.8,0.006,5,11
0.771,17,24,34,209,0.8,0.011,5,11
0.765,12,30,34,15,0.8,0.045,5,11
0.615,0,69,34,0,0.8,0.18,5,11
0.782,10,29,34,357,0.85,0.0,5,11
0.788,9,29,34,289,0.85,0.001,5,11
0.793,8,29,34,256,0.85,0.003,5,11
0.793,8,29,34,223,0.85,0.006,5,11
0.782,8,31,34,152,0.85,0.011,5,11
0.782,3,36,34,11,0.85,0.045,5,11
0.615,0,69,34,0,0.85,0.18,5,11
0.771,8,33,34,271,0.9,0.0,5,11
0.777,7,33,34,203,0.9,0.001,5,11
0.782,6,33,34,170,0.9,0.003,5,11
0.793,4,33,34,137,0.9,0.006,5,11
0.782,3,36,34,106,0.9,0.011,5,11
0.777,3,37,34,10,0.9,0.045,5,11
0.615,0,69,34,0,0.9,0.18,5,11
0.721,6,44,34,218,0.95,0.0,5,11
0.726,5,44,34,150,0.95,0.001,5,11
0.732,4,44,34,117,0.95,0.003,5,11
0.743,2,44,34,84,0.95,0.006,5,11
0.715,1,50,34,53,0.95,0.011,5,11
0.687,1,55,34,7,0.95,0.045,5,11
0.615,0,69,34,0,0.95,0.18,5,11
0.631,60,6,35,1069,0.5,0.0,5,12
0.631,60,6,35,996,0.5,0.001,5,12
0.631,60,6,35,898,0.5,0.003,5,12
0.631,60,6,35,716,0.5,0.006,5,12
0.631,60,6,35,462,0.5,0.011,5,12
0.631,60,6,35,86,0.5,0.045,5,12
0.777,16,24,35,1,0.5,0.18,5,12
0.771,17,24,35,448,0.8,0.0,5,12
0.771,17,24,35,375,0.8,0.001,5,12
0.771,17,24,35,348,0.8,0.003,5,12
0.771,17,24,35,314,0.8,0.006,5,12
0.771,17,24,35,194,0.8,0.011,5,12
0.765,12,30,35,15,0.8,0.045,5,12
0.615,0,69,35,0,0.8,0.18,5,12
0.788,9,29,35,333,0.85,0.0,5,12
0.788,9,29,35,260,0.85,0.001,5,12
0.793,8,29,35,233,0.85,0.003,5,12
0.793,8,29,35,199,0.85,0.006,5,12
0.782,8,31,35,134,0.85,0.011,5,12
0.782,3,36,35,11,0.85,0.045,5,12
0.615,0,69,35,0,0.85,0.18,5,12
0.777,7,33,35,262,0.9,0.0,5,12
0.777,7,33,35,189,0.9,0.001,5,12
0.782,6,33,35,162,0.9,0.003,5,12
0.793,4,33,35,128,0.9,0.006,5,12
0.782,3,36,35,96,0.9,0.011,5,12
0.777,3,37,35,10,0.9,0.045,5,12
0.615,0,69,35,0,0.9,0.18,5,12
0.726,5,44,35,215,0.95,0.0,5,12
0.726,5,44,35,142,0.95,0.001,5,12
0.732,4,44,35,115,0.95,0.003,5,12
0.743,2,44,35,81,0.95,0.006,5,12
0.715,1,50,35,49,0.95,0.011,5,12
0.687,1,55,35,7,0.95,0.045,5,12
0.615,0,69,35,0,0.95,0.18,5,12
0.631,60,6,36,1051,0.5,0.0,5,13
0.631,60,6,36,972,0.5,0.001,5,13
0.631,60,6,36,876,0.5,0.003,5,13
0.631,60,6,36,699,0.5,0.006,5,13
0.631,60,6,36,466,0.5,0.011,5,13
0.631,60,6,36,88,0.5,0.045,5,13
0.777,16,24,36,1,0.5,0.18,5,13
0.771,17,24,36,444,0.8,0.0,5,13
0.771,17,24,36,365,0.8,0.001,5,13
0.771,17,24,36,330,0.8,0.003,5,13
0.771,17,24,36,295,0.8,0.006,5,13
0.771,17,24,36,194,0.8,0.011,5,13
0.765,12,30,36,18,0.8,0.045,5,13
0.615,0,69,36,0,0.8,0.18,5,13
0.782,10,29,36,337,0.85,0.0,5,13
0.788,9,29,36,258,0.85,0.001,5,13
0.793,8,29,36,223,0.85,0.003,5,13
0.793,8,29,36,188,0.85,0.006,5,13
0.782,8,31,36,142,0.85,0.011,5,13
0.782,3,36,36,13,0.85,0.045,5,13
0.615,0,69,36,0,0.85,0.18,5,13
0.771,8,33,36,273,0.9,0.0,5,13
0.777,7,33,36,194,0.9,0.001,5,13
0.782,6,33,36,159,0.9,0.003,5,13
0.793,4,33,36,124,0.9,0.006,5,13
0.782,3,36,36,102,0.9,0.011,5,13
0.777,3,37,36,11,0.9,0.045,5,13
0.615,0,69,36,0,0.9,0.18,5,13
0.721,6,44,36,220,0.95,0.0,5,13
0.726,5,44,36,141,0.95,0.001,5,13
0.732,4,44,36,106,0.95,0.003,5,13
0.743,2,44,36,71,0.95,0.006,5,13
0.715,1,50,36,49,0.95,0.011,5,13
0.687,1,55,36,7,0.95,0.045,5,13
0.615,0,69,36,0,0.95,0.18,5,13
0.631,60,6,28,921,0.5,0.0,6,4
0.631,60,6,28,878,0.5,0.001,6,4
0.631,60,6,28,809,0.5,0.003,6,4
0.631,60,6,28,678,0.5,0.006,6,4
0.631,60,6,28,488,0.5,0.011,6,4
0.631,60,6,28,96,0.5,0.045,6,4
0.777,16,24,28,1,0.5,0.18,6,4
0.771,17,24,28,355,0.8,0.0,6,4
0.771,17,24,28,312,0.8,0.001,6,4
0.771,17,24,28,292,0.8,0.003,6,4
0.771,17,24,28,275,0.8,0.006,6,4
0.771,17,24,28,200,0.8,0.011,6,4
0.765,12,30,28,24,0.8,0.045,6,4
0.615,0,69,28,0,0.8,0.18,6,4
0.777,9,31,28,254,0.85,0.0,6,4
0.777,9,31,28,211,0.85,0.001,6,4
0.782,8,31,28,191,0.85,0.003,6,4
0.782,8,31,28,174,0.85,0.006,6,4
0.782,8,31,28,139,0.85,0.011,6,4
0.782,3,36,28,17,0.85,0.045,6,4
0.615,0,69,28,0,0.85,0.18,6,4
0.765,7,35,28,202,0.9,0.0,6,4
0.765,7,35,28,159,0.9,0.001,6,4
0.771,6,35,28,139,0.9,0.003,6,4
0.782,4,35,28,122,0.9,0.006,6,4
0.782,3,36,28,108,0.9,0.011,6,4
0.777,3,37,28,14,0.9,0.045,6,4
0.615,0,69,28,0,0.9,0.18,6,4
0.715,5,46,28,144,0.95,0.0,6,4
0.715,5,46,28,101,0.95,0.001,6,4
0.721,4,46,28,81,0.95,0.003,6,4
0.732,2,46,28,64,0.95,0.006,6,4
0.715,1,50,28,50,0.95,0.011,6,4
0.687,1,55,28,9,0.95,0.045,6,4
0.615,0,69,28,0,0.95,0.18,6,4
0.631,60,6,29,990,0.5,0.0,6,5
0.631,60,6,29,945,0.5,0.001,6,5
0.631,60,6,29,878,0.5,0.003,6,5
0.631,60,6,29,735,0.5,0.006,6,5
0.631,60,6,29,525,0.5,0.011,6,5
0.631,60,6,29,101,0.5,0.045,6,5
0.777,16,24,29,1,0.5,0.18,6,5
0.771,17,24,29,405,0.8,0.0,6,5
0.771,17,24,29,360,0.8,0.001,6,5
0.771,17,24,29,339,0.8,0.003,6,5
0.771,17,24,29,314,0.8,0.006,6,5
0.771,17,24,29,224,0.8,0.011,6,5
0.765,12,30,29,21,0.8,0.045,6,5
0.615,0,69,29,0,0.8,0.18,6,5
0.771,10,31,29,314,0.85,0.0,6,5
0.777,9,31,29,269,0.85,0.001,6,5
0.782,8,31,29,248,0.85,0.003,6,5
0.782,8,31,29,223,0.85,0.006,6,5
0.782,8,31,29,174,0.85,0.011,6,5
0.782,3,36,29,14,0.85,0.045,6,5
0.615,0,69,29,0,0.85,0.18,6,5
0.76,8,35,29,241,0.9,0.0,6,5
0.765,7,35,29,196,0.9,0.001,6,5
0.771,6,35,29,175,0.9,0.003,6,5
0.782,4,35,29,150,0.9,0.006,6,5
0.782,3,36,29,131,0.9,0.011,6,5
0.777,3,37,29,12,0.9,0.045,6,5
0.615,0,69,29,0,0.9,0.18,6,5
0.709,6,46,29,170,0.95,0.0,6,5
0.715,5,46,29,125,0.95,0.001,6,5
0.721,4,46,29,104,0.95,0.003,6,5
0.732,2,46,29,79,0.95,0.006,6,5
0.715,1,50,29,60,0.95,0.011,6,5
0.687,1,55,29,8,0.95,0.045,6,5
0.615,0,69,29,0,0.95,0.18,6,5
0.631,60,6,30,1041,0.5,0.0,6,6
0.631,60,6,30,989,0.5,0.001,6,6
0.631,60,6,30,899,0.5,0.003,6,6
0.631,60,6,30,737,0.5,0.006,6,6
0.631,60,6,30,503,0.5,0.011,6,6
0.631,60,6,30,91,0.5,0.045,6,6
0.777,16,24,30,1,0.5,0.18,6,6
0.771,17,24,30,419,0.8,0.0,6,6
0.771,17,24,30,367,0.8,0.001,6,6
0.771,17,24,30,340,0.8,0.003,6,6
0.771,17,24,30,312,0.8,0.006,6,6
0.771,17,24,30,206,0.8,0.011,6,6
0.765,12,30,30,22,0.8,0.045,6,6
0.615,0,69,30,0,0.8,0.18,6,6
0.777,9,31,30,306,0.85,0.0,6,6
0.777,9,31,30,254,0.85,0.001,6,6
0.782,8,31,30,227,0.85,0.003,6,6
0.782,8,31,30,199,0.85,0.006,6,6
0.782,8,31,30,146,0.85,0.011,6,6
0.782,3,36,30,14,0.85,0.045,6,6
0.615,0,69,30,0,0.85,0.18,6,6
0.765,7,35,30,239,0.9,0.0,6,6
0.765,7,35,30,187,0.9,0.001,6,6
0.771,6,35,30,160,0.9,0.003,6,6
0.782,4,35,30,132,0.9,0.006,6,6
0.782,3,36,30,112,0.9,0.011,6,6
0.777,3,37,30,13,0.9,0.045,6,6
0.615,0,69,30,0,0.9,0.18,6,6
0.715,5,46,30,181,0.95,0.0,6,6
0.715,5,46,30,129,0.95,0.001,6,6
0.721,4,46,30,102,0.95,0.003,6,6
0.732,2,46,30,74,0.95,0.006,6,6
0.715,1,50,30,54,0.95,0.011,6,6
0.687,1,55,30,9,0.95,0.045,6,6
0.615,0,69,30,0,0.95,0.18,6,6
0.631,60,6,31,1003,0.5,0.0,6,7
0.631,60,6,31,945,0.5,0.001,6,7
0.631,60,6,31,864,0.5,0.003,6,7
0.631,60,6,31,718,0.5,0.006,6,7
0.631,60,6,31,493,0.5,0.011,6,7
0.631,60,6,31,86,0.5,0.045,6,7
0.777,16,24,31,1,0.5,0.18,6,7
0.771,17,24,31,418,0.8,0.0,6,7
0.771,17,24,31,360,0.8,0.001,6,7
0.771,17,24,31,331,0.8,0.003,6,7
0.771,17,24,31,306,0.8,0.006,6,7
0.771,17,24,31,202,0.8,0.011,6,7
0.765,12,30,31,22,0.8,0.045,6,7
0.615,0,69,31,0,0.8,0.18,6,7
0.777,9,31,31,306,0.85,0.0,6,7
0.777,9,31,31,248,0.85,0.001,6,7
0.782,8,31,31,219,0.85,0.003,6,7
0.782,8,31,31,194,0.85,0.006,6,7
0.782,8,31,31,146,0.85,0.011,6,7
0.782,3,36,31,15,0.85,0.045,6,7
0.615,0,69,31,0,0.85,0.18,6,7
0.777,5,35,31,242,0.9,0.0,6,7
0.777,5,35,31,184,0.9,0.001,6,7
0.782,4,35,31,155,0.9,0.003,6,7
0.782,4,35,31,130,0.9,0.006,6,7
0.782,3,36,31,109,0.9,0.011,6,7
0.777,3,37,31,14,0.9,0.045,6,7
0.615,0,69,31,0,0.9,0.18,6,7
0.709,3,49,31,182,0.95,0.0,6,7
0.709,3,49,31,124,0.95,0.001,6,7
0.715,2,49,31,95,0.95,0.003,6,7
0.715,2,49,31,70,0.95,0.006,6,7
0.715,1,50,31,49,0.95,0.011,6,7
0.687,1,55,31,8,0.95,0.045,6,7
0.615,0,69,31,0,0.95,0.18,6,7
0.631,60,6,32,1042,0.5,0.0,6,8
0.631,60,6,32,981,0.5,0.001,6,8
0.631,60,6,32,889,0.5,0.003,6,8
0.631,60,6,32,714,0.5,0.006,6,8
0.631,60,6,32,470,0.5,0.011,6,8
0.631,60,6,32,77,0.5,0.045,6,8
0.777,16,24,32,1,0.5,0.18,6,8
0.771,17,24,32,407,0.8,0.0,6,8
0.771,17,24,32,346,0.8,0.001,6,8
0.771,17,24,32,317,0.8,0.003,6,8
0.771,17,24,32,292,0.8,0.006,6,8
0.771,17,24,32,187,0.8,0.011,6,8
0.765,12,30,32,20,0.8,0.045,6,8
0.615,0,69,32,0,0.8,0.18,6,8
0.777,9,31,32,297,0.85,0.0,6,8
0.777,9,31,32,236,0.85,0.001,6,8
0.782,8,31,32,207,0.85,0.003,6,8
0.782,8,31,32,182,0.85,0.006,6,8
0.782,8,31,32,129,0.85,0.011,6,8
0.782,3,36,32,13,0.85,0.045,6,8
0.615,0,69,32,0,0.85,0.18,6,8
0.765,7,35,32,241,0.9,0.0,6,8
0.765,7,35,32,180,0.9,0.001,6,8
0.771,6,35,32,151,0.9,0.003,6,8
0.782,4,35,32,126,0.9,0.006,6,8
0.782,3,36,32,101,0.9,0.011,6,8
0.777,3,37,32,11,0.9,0.045,6,8
0.615,0,69,32,0,0.9,0.18,6,8
0.715,5,46,32,186,0.95,0.0,6,8
0.715,5,46,32,125,0.95,0.001,6,8
0.721,4,46,32,96,0.95,0.003,6,8
0.732,2,46,32,71,0.95,0.006,6,8
0.715,1,50,32,46,0.95,0.011,6,8
0.687,1,55,32,7,0.95,0.045,6,8
0.615,0,69,32,0,0.95,0.18,6,8
0.631,60,6,33,1086,0.5,0.0,6,9
0.631,60,6,33,1025,0.5,0.001,6,9
0.631,60,6,33,937,0.5,0.003,6,9
0.631,60,6,33,751,0.5,0.006,6,9
0.631,60,6,33,500,0.5,0.011,6,9
0.631,60,6,33,86,0.5,0.045,6,9
0.777,16,24,33,1,0.5,0.18,6,9
0.771,17,24,33,469,0.8,0.0,6,9
0.771,17,24,33,408,0.8,0.001,6,9
0.771,17,24,33,381,0.8,0.003,6,9
0.771,17,24,33,348,0.8,0.006,6,9
0.771,17,24,33,230,0.8,0.011,6,9
0.765,12,30,33,19,0.8,0.045,6,9
0.615,0,69,33,0,0.8,0.18,6,9
0.777,9,31,33,344,0.85,0.0,6,9
0.777,9,31,33,283,0.85,0.001,6,9
0.782,8,31,33,256,0.85,0.003,6,9
0.782,8,31,33,223,0.85,0.006,6,9
0.782,8,31,33,169,0.85,0.011,6,9
0.782,3,36,33,12,0.85,0.045,6,9
0.615,0,69,33,0,0.85,0.18,6,9
0.765,7,35,33,274,0.9,0.0,6,9
0.765,7,35,33,213,0.9,0.001,6,9
0.771,6,35,33,186,0.9,0.003,6,9
0.782,4,35,33,153,0.9,0.006,6,9
0.782,3,36,33,125,0.9,0.011,6,9
0.777,3,37,33,11,0.9,0.045,6,9
0.615,0,69,33,0,0.9,0.18,6,9
0.715,5,46,33,202,0.95,0.0,6,9
0.715,5,46,33,141,0.95,0.001,6,9
0.721,4,46,33,114,0.95,0.003,6,9
0.732,2,46,33,81,0.95,0.006,6,9
0.715,1,50,33,53,0.95,0.011,6,9
0.687,1,55,33,7,0.95,0.045,6,9
0.615,0,69,33,0,0.95,0.18,6,9
0.631,60,6,34,1067,0.5,0.0,6,10
0.631,60,6,34,995,0.5,0.001,6,10
0.631,60,6,34,906,0.5,0.003,6,10
0.631,60,6,34,727,0.5,0.006,6,10
0.631,60,6,34,498,0.5,0.011,6,10
0.631,60,6,34,86,0.5,0.045,6,10
0.777,16,24,34,1,0.5,0.18,6,10
0.771,17,24,34,438,0.8,0.0,6,10
0.771,17,24,34,366,0.8,0.001,6,10
0.771,17,24,34,338,0.8,0.003,6,10
0.771,17,24,34,301,0.8,0.006,6,10
0.771,17,24,34,197,0.8,0.011,6,10
0.765,12,30,34,19,0.8,0.045,6,10
0.615,0,69,34,0,0.8,0.18,6,10
0.771,10,31,34,332,0.85,0.0,6,10
0.777,9,31,34,260,0.85,0.001,6,10
0.782,8,31,34,232,0.85,0.003,6,10
0.782,8,31,34,195,0.85,0.006,6,10
0.782,8,31,34,139,0.85,0.011,6,10
0.782,3,36,34,13,0.85,0.045,6,10
0.615,0,69,34,0,0.85,0.18,6,10
0.76,8,35,34,270,0.9,0.0,6,10
0.765,7,35,34,198,0.9,0.001,6,10
0.771,6,35,34,170,0.9,0.003,6,10
0.782,4,35,34,133,0.9,0.006,6,10
0.782,3,36,34,108,0.9,0.011,6,10
0.777,3,37,34,12,0.9,0.045,6,10
0.615,0,69,34,0,0.9,0.18,6,10
0.709,6,46,34,209,0.95,0.0,6,10
0.715,5,46,34,137,0.95,0.001,6,10
0.721,4,46,34,109,0.95,0.003,6,10
0.732,2,46,34,72,0.95,0.006,6,10
0.715,1,50,34,47,0.95,0.011,6,10
0.687,1,55,34,8,0.95,0.045,6,10
0.615,0,69,34,0,0.95,0.18,6,10
0.631,60,6,35,1102,0.5,0.0,6,11
0.631,60,6,35,1028,0.5,0.001,6,11
0.631,60,6,35,929,0.5,0.003,6,11
0.631,60,6,35,744,0.5,0.006,6,11
0.631,60,6,35,484,0.5,0.011,6,11
0.631,60,6,35,82,0.5,0.045,6,11
0.777,16,24,35,1,0.5,0.18,6,11
0.771,17,24,35,460,0.8,0.0,6,11
0.771,17,24,35,386,0.8,0.001,6,11
0.771,17,24,35,352,0.8,0.003,6,11
0.771,17,24,35,322,0.8,0.006,6,11
0.771,17,24,35,206,0.8,0.011,6,11
0.765,12,30,35,17,0.8,0.045,6,11
0.615,0,69,35,0,0.8,0.18,6,11
0.771,10,31,35,340,0.85,0.0,6,11
0.777,9,31,35,266,0.85,0.001,6,11
0.782,8,31,35,232,0.85,0.003,6,11
0.782,8,31,35,202,0.85,0.006,6,11
0.782,8,31,35,144,0.85,0.011,6,11
0.782,3,36,35,11,0.85,0.045,6,11
0.615,0,69,35,0,0.85,0.18,6,11
0.76,8,35,35,273,0.9,0.0,6,11
0.765,7,35,35,199,0.9,0.001,6,11
0.771,6,35,35,165,0.9,0.003,6,11
0.782,4,35,35,135,0.9,0.006,6,11
0.782,3,36,35,106,0.9,0.011,6,11
0.777,3,37,35,10,0.9,0.045,6,11
0.615,0,69,35,0,0.9,0.18,6,11
0.709,6,46,35,219,0.95,0.0,6,11
0.715,5,46,35,145,0.95,0.001,6,11
0.721,4,46,35,111,0.95,0.003,6,11
0.732,2,46,35,81,0.95,0.006,6,11
0.715,1,50,35,52,0.95,0.011,6,11
0.687,1,55,35,7,0.95,0.045,6,11
0.615,0,69,35,0,0.95,0.18,6,11
0.631,60,6,36,1137,0.5,0.0,6,12
0.631,60,6,36,1055,0.5,0.001,6,12
0.631,60,6,36,950,0.5,0.003,6,12
0.631,60,6,36,747,0.5,0.006,6,12
0.631,60,6,36,478,0.5,0.011,6,12
0.631,60,6,36,79,0.5,0.045,6,12
0.777,16,24,36,1,0.5,0.18,6,12
0.771,17,24,36,453,0.8,0.0,6,12
0.771,17,24,36,371,0.8,0.001,6,12
0.771,17,24,36,340,0.8,0.003,6,12
0.771,17,24,36,307,0.8,0.006,6,12
0.771,17,24,36,196,0.8,0.011,6,12
0.765,12,30,36,17,0.8,0.045,6,12
0.615,0,69,36,0,0.8,0.18,6,12
0.777,9,31,36,339,0.85,0.0,6,12
0.777,9,31,36,257,0.85,0.001,6,12
0.782,8,31,36,226,0.85,0.003,6,12
0.782,8,31,36,193,0.85,0.006,6,12
0.782,8,31,36,133,0.85,0.011,6,12
0.782,3,36,36,11,0.85,0.045,6,12
0.615,0,69,36,0,0.85,0.18,6,12
0.765,7,35,36,276,0.9,0.0,6,12
0.765,7,35,36,194,0.9,0.001,6,12
0.771,6,35,36,163,0.9,0.003,6,12
0.782,4,35,36,130,0.9,0.006,6,12
0.782,3,36,36,100,0.9,0.011,6,12
0.777,3,37,36,10,0.9,0.045,6,12
0.615,0,69,36,0,0.9,0.18,6,12
0.715,5,46,36,226,0.95,0.0,6,12
0.715,5,46,36,144,0.95,0.001,6,12
0.721,4,46,36,113,0.95,0.003,6,12
0.732,2,46,36,80,0.95,0.006,6,12
0.715,1,50,36,50,0.95,0.011,6,12
0.687,1,55,36,7,0.95,0.045,6,12
0.615,0,69,36,0,0.95,0.18,6,12
0.631,60,6,37,1081,0.5,0.0,6,13
0.631,60,6,37,993,0.5,0.001,6,13
0.631,60,6,37,889,0.5,0.003,6,13
0.631,60,6,37,711,0.5,0.006,6,13
0.631,60,6,37,472,0.5,0.011,6,13
0.631,60,6,37,79,0.5,0.045,6,13
0.777,16,24,37,1,0.5,0.18,6,13
0.771,17,24,37,453,0.8,0.0,6,13
0.771,17,24,37,365,0.8,0.001,6,13
0.771,17,24,37,323,0.8,0.003,6,13
0.771,17,24,37,294,0.8,0.006,6,13
0.771,17,24,37,198,0.8,0.011,6,13
0.765,12,30,37,20,0.8,0.045,6,13
0.615,0,69,37,0,0.8,0.18,6,13
0.771,10,31,37,345,0.85,0.0,6,13
0.777,9,31,37,257,0.85,0.001,6,13
0.782,8,31,37,215,0.85,0.003,6,13
0.782,8,31,37,186,0.85,0.006,6,13
0.782,8,31,37,141,0.85,0.011,6,13
0.782,3,36,37,13,0.85,0.045,6,13
0.615,0,69,37,0,0.85,0.18,6,13
0.76,8,35,37,290,0.9,0.0,6,13
0.765,7,35,37,202,0.9,0.001,6,13
0.771,6,35,37,160,0.9,0.003,6,13
0.782,4,35,37,131,0.9,0.006,6,13
0.782,3,36,37,106,0.9,0.011,6,13
0.777,3,37,37,11,0.9,0.045,6,13
0.615,0,69,37,0,0.9,0.18,6,13
0.709,6,46,37,233,0.95,0.0,6,13
0.715,5,46,37,145,0.95,0.001,6,13
0.721,4,46,37,103,0.95,0.003,6,13
0.732,2,46,37,74,0.95,0.006,6,13
0.715,1,50,37,49,0.95,0.011,6,13
0.687,1,55,37,7,0.95,0.045,6,13
0.615,0,69,37,0,0.95,0.18,6,13
0.631,60,6,29,963,0.5,0.0,7,4
0.631,60,6,29,909,0.5,0.001,7,4
0.631,60,6,29,840,0.5,0.003,7,4
0.631,60,6,29,713,0.5,0.006,7,4
0.631,60,6,29,490,0.5,0.011,7,4
0.631,60,6,29,93,0.5,0.045,7,4
0.777,16,24,29,1,0.5,0.18,7,4
0.771,17,24,29,395,0.8,0.0,7,4
0.771,17,24,29,341,0.8,0.001,7,4
0.771,17,24,29,319,0.8,0.003,7,4
0.771,17,24,29,304,0.8,0.006,7,4
0.771,17,24,29,198,0.8,0.011,7,4
0.765,12,30,29,24,0.8,0.045,7,4
0.615,0,69,29,0,0.8,0.18,7,4
0.777,9,31,29,285,0.85,0.0,7,4
0.777,9,31,29,231,0.85,0.001,7,4
0.782,8,31,29,209,0.85,0.003,7,4
0.782,8,31,29,194,0.85,0.006,7,4
0.782,8,31,29,145,0.85,0.011,7,4
0.782,3,36,29,17,0.85,0.045,7,4
0.615,0,69,29,0,0.85,0.18,7,4
0.765,7,35,29,218,0.9,0.0,7,4
0.765,7,35,29,164,0.9,0.001,7,4
0.771,6,35,29,142,0.9,0.003,7,4
0.782,4,35,29,127,0.9,0.006,7,4
0.782,3,36,29,106,0.9,0.011,7,4
0.777,3,37,29,14,0.9,0.045,7,4
0.615,0,69,29,0,0.9,0.18,7,4
0.715,5,46,29,159,0.95,0.0,7,4
0.715,5,46,29,105,0.95,0.001,7,4
0.721,4,46,29,83,0.95,0.003,7,4
0.732,2,46,29,68,0.95,0.006,7,4
0.715,1,50,29,47,0.95,0.011,7,4
0.687,1,55,29,9,0.95,0.045,7,4
0.615,0,69,29,0,0.95,0.18,7,4
0.631,60,6,30,1101,0.5,0.0,7,5
0.631,60,6,30,1043,0.5,0.001,7,5
0.631,60,6,30,962,0.5,0.003,7,5
0.631,60,6,30,790,0.5,0.006,7,5
0.631,60,6,30,539,0.5,0.011,7,5
0.631,60,6,30,97,0.5,0.045,7,5
0.777,16,24,30,1,0.5,0.18,7,5
0.771,17,24,30,483,0.8,0.0,7,5
0.771,17,24,30,425,0.8,0.001,7,5
0.771,17,24,30,400,0.8,0.003,7,5
0.771,17,24,30,371,0.8,0.006,7,5
0.771,17,24,30,233,0.8,0.011,7,5
0.765,12,30,30,21,0.8,0.045,7,5
0.615,0,69,30,0,0.8,0.18,7,5
0.771,10,31,30,372,0.85,0.0,7,5
0.777,9,31,30,314,0.85,0.001,7,5
0.782,8,31,30,289,0.85,0.003,7,5
0.782,8,31,30,260,0.85,0.006,7,5
0.782,8,31,30,183,0.85,0.011,7,5
0.782,3,36,30,14,0.85,0.045,7,5
0.615,0,69,30,0,0.85,0.18,7,5
0.76,8,35,30,279,0.9,0.0,7,5
0.765,7,35,30,221,0.9,0.001,7,5
0.771,6,35,30,196,0.9,0.003,7,5
0.782,4,35,30,167,0.9,0.006,7,5
0.782,3,36,30,137,0.9,0.011,7,5
0.777,3,37,30,12,0.9,0.045,7,5
0.615,0,69,30,0,0.9,0.18,7,5
0.709,6,46,30,196,0.95,0.0,7,5
0.715,5,46,30,138,0.95,0.001,7,5
0.721,4,46,30,113,0.95,0.003,7,5
0.732,2,46,30,84,0.95,0.006,7,5
0.715,1,50,30,54,0.95,0.011,7,5
0.687,1,55,30,8,0.95,0.045,7,5
0.615,0,69,30,0,0.95,0.18,7,5
0.631,60,6,31,1118,0.5,0.0,7,6
0.631,60,6,31,1051,0.5,0.001,7,6
0.631,60,6,31,956,0.5,0.003,7,6
0.631,60,6,31,765,0.5,0.006,7,6
0.631,60,6,31,507,0.5,0.011,7,6
0.631,60,6,31,86,0.5,0.045,7,6
0.777,16,24,31,1,0.5,0.18,7,6
0.771,17,24,31,468,0.8,0.0,7,6
0.771,17,24,31,401,0.8,0.001,7,6
0.771,17,24,31,372,0.8,0.003,7,6
0.771,17,24,31,342,0.8,0.006,7,6
0.771,17,24,31,207,0.8,0.011,7,6
0.765,12,30,31,22,0.8,0.045,7,6
0.615,0,69,31,0,0.8,0.18,7,6
0.777,9,31,31,343,0.85,0.0,7,6
0.777,9,31,31,276,0.85,0.001,7,6
0.782,8,31,31,247,0.85,0.003,7,6
0.782,8,31,31,217,0.85,0.006,7,6
0.782,8,31,31,151,0.85,0.011,7,6
0.782,3,36,31,14,0.85,0.045,7,6
0.615,0,69,31,0,0.85,0.18,7,6
0.765,7,35,31,265,0.9,0.0,7,6
0.765,7,35,31,198,0.9,0.001,7,6
0.771,6,35,31,169,0.9,0.003,7,6
0.782,4,35,31,139,0.9,0.006,7,6
0.782,3,36,31,110,0.9,0.011,7,6
0.777,3,37,31,13,0.9,0.045,7,6
0.615,0,69,31,0,0.9,0.18,7,6
0.715,5,46,31,204,0.95,0.0,7,6
0.715,5,46,31,137,0.95,0.001,7,6
0.721,4,46,31,108,0.95,0.003,7,6
0.732,2,46,31,78,0.95,0.006,7,6
0.715,1,50,31,49,0.95,0.011,7,6
0.687,1,55,31,9,0.95,0.045,7,6
0.615,0,69,31,0,0.95,0.18,7,6
0.631,60,6,32,1060,0.5,0.0,7,7
0.631,60,6,32,988,0.5,0.001,7,7
0.631,60,6,32,898,0.5,0.003,7,7
0.631,60,6,32,733,0.5,0.006,7,7
0.631,60,6,32,486,0.5,0.011,7,7
0.631,60,6,32,85,0.5,0.045,7,7
0.777,16,24,32,1,0.5,0.18,7,7
